doi,refcodes,count,year,url,name_dicts,compound_dicts
10.1007/s10876-011-0404-4,"['KAPROK', 'KAPRUQ', 'KAPSAX', 'KAPSEB']",4,2011,https://link.springer.com/article/10.1007/s10876-011-0404-4,"{'1': '{(bppp)[MoOS3Cu3I3(4,4′-bipy)1.5]}n', '2': '{(bpbt)[MoOS3Cu3I3(4,4′-bipy)1.5]}n', '3': '{(bppp)[WOS3Cu3I3(4,4′-bipy)1.5]}n', '4': '{(bpbt)[WOS3Cu3Br3(4,4′-bipy)1.5]}n'}","{'1': ['{(bppp)[MoOS3Cu3I3(4,4′-bipy)1.5]}n'], '2': ['{(bpbt)[MoOS3Cu3I3(4,4′-bipy)1.5]}n'], '3': ['{(bppp)[WOS3Cu3I3(4,4′-bipy)1.5]}n'], '4': ['{(bpbt)[WOS3Cu3Br3(4,4′-bipy)1.5]}n'], 'bppp': ['1,3-bis(pyridinium)'], 'bpbt': ['1,4-bis(pyridinium)']}"
10.1007/s10876-011-0416-0,"['KAPRAW', 'KAPREA', 'KAPRIE']",3,2011,https://link.springer.com/article/10.1007/s10876-011-0416-0,{},"{'L': ['pyridine-3,5-dicarboxylate']}"
10.1007/s10876-011-0418-y,"['KAPQOJ', 'KAPQUP']",2,2011,https://link.springer.com/article/10.1007/s10876-011-0418-y,"{'1': '[CuI(bta)]', '2': '[(mdabco)2Cu4I6]'}","{'dabco': ['1,4-diazabicyclo[2,2,2]octane'], 'mdabco': ['N-methyl-1,4-diazabicyclo[2,2,2]octane']}"
10.1007/s10876-011-0428-9,['XAXHUB'],1,2011,https://link.springer.com/article/10.1007/s10876-011-0428-9,{'1': '[Cd(BPTH)(phen)]·3.75H2O'},"{'BPTH': ['4,4′-biphthalhydrazidate'], 'ODPTH': ['4,4′-oxydiphthalhydrazidate'], '2,3-PDH': ['pyridine-2,3-dicarboxylhydrazidate'], 'MPDH': ['6-methylpyridine-2,3-dicarboxylhydrazidate'], 'EPDH': ['5-ethylpyridine-2,3-dicarboxylhydrazidate'], '3,4-PDH': ['pyridine-3,4-dicarboxyhydrazidate'], 'CPTH': ['4-carboxylphthalhydrazidate']}"
10.1007/s10876-011-0433-z,['XAXHOV'],1,2011,https://link.springer.com/article/10.1007/s10876-011-0433-z,"{'1': '{[Mg(H2O)6(H2O)2][H(H2O)2.5](HINO)4(PMo12O40)}n', '2': '{[H(H2O)2][Sr(HINO)4(H2O)7(PMo12O40)]}n'}",{}
10.1007/s10876-012-0445-3,"['XAXGEK', 'XAXGIO']",2,2012,https://link.springer.com/article/10.1007/s10876-012-0445-3,"{'1': '{Ag4[4-NH2-3,5-(C5H11)2tz]6}(BF4)4', '2': '{Ag[3,5-(C5H11)2tz]}n', '3': '{Cu2[3,5-(C5H11)2tz]Br}n'}","{'1': ['{Ag4[4-NH2-3,5-(C5H11)2tz]6}(BF4)4']}"
10.1007/s10876-012-0484-9,"['XAXDIL', 'XAXDOR']",2,2012,https://link.springer.com/article/10.1007/s10876-012-0484-9,"{'1': '[Eu(nbtc)·2H2O]n', '2': '[Tm(nbtc)·2H2O]n'}","{'H3nbtc': ['5-nitrobenzene-1,2,3-tricarboxylic']}"
10.1007/s10876-012-0527-2,"['MIJROO', 'MIJRUU', 'MIJSAB']",3,2012,https://link.springer.com/article/10.1007/s10876-012-0527-2,{'1': '{[Cd2(H2Me4bpz)(ntcaa)2(H2O)]·H2O}n'},"{'H4ntc': ['Naphthalene-1,4,5,8-tetracarboxylic']}"
10.1007/s10876-012-0533-4,['AMNACT05'],1,2012,https://link.springer.com/article/10.1007/s10876-012-0533-4,{'1': '[Mn3(OAc)6(H2O)12]n'},{}
10.1007/s10876-012-0548-x,"['KICXAX', 'KICXEB']",2,2013,https://link.springer.com/article/10.1007/s10876-012-0548-x,{},"{'btb': ['1,4-bis(1,2,4-triazol-1-y1)butane']}"
10.1007/s10876-013-0573-4,['MIJSEF'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0573-4,{'1': '[AgEu(pydc)2]·2H2O'},"{'H2pydc': ['pyridine-3,4-dicarboxylic']}"
10.1007/s10876-013-0574-3,['MIJQED'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0574-3,{'1': '[Cd7(μ3-O)2(glut)2(Hglut)2(trz)4]n'},"{'Htrz': ['1,2,4-triazole']}"
10.1007/s10876-013-0591-2,"['RIPKAE', 'RIPKEI']",2,2013,https://link.springer.com/article/10.1007/s10876-013-0591-2,"{'1': '[Cu(bpy)]3(STP)2·3H2O', '2': '[Cu(bpy)(H2O)Cu(bpy)](OH)(STP)'}",{}
10.1007/s10876-013-0613-0,['TIZDIR'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0613-0,{'1': '[Cd(bpda)(btx)·H2O]n'},"{'H2bpda': ['4,4′-carbonyldibenzoic'], 'btx': ['1,4-bis(1,2,4-triazol-1-ylmethyl)benzene']}"
10.1007/s10876-013-0624-x,['TIZKUK'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0624-x,{},{'H3bhea': ['2-[bis-(2-hydroxy-ethyl)-amino]-ethanesulfonic']}
10.1007/s10876-013-0637-5,"['TIZGAM', 'TIZGEQ']",2,2013,https://link.springer.com/article/10.1007/s10876-013-0637-5,"{'1': '[(Cu4I4)(μ-L1)2]n', 'L1': 'PhS(CH2)4SPh', 'L': 'RS(CH2)3SR'}","{'L2': ['1,4-bis(cyclohexylthio)butane,', '1,4-bis(cyclohexylthio)butane'], 'L1': ['1,4-bis(phenylthio)butane,'], 'dtpcp': ['2,11-dithia[3.3]paracyclophane'], 'L': ['(8-phenylthionaphth-1-yl)diphenylphosphine']}"
10.1007/s10876-013-0649-1,['DEGTEP01'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0649-1,"{'3': 'C13H14N2PbI2', '2': '[H2(dmbpp)][Pb2I6]'}","{'dmbpp': ['dimethyl-1,3-bis(4-piperidyl)propane'], 'bpp': ['1,3-bis(4-pyridyl)propane'], 'bp': ['4,4′-bipiperidine'], 'dabco': ['1,4-diazabicyclo[2,2,2]octane'], 'dach': ['1,4-diazacycloheptane'], 'bpip': ['1,3-bis(4-piperidyl)propane']}"
10.1007/s10876-013-0650-8,"['TIZHUH', 'TIZJAP']",2,2013,https://link.springer.com/article/10.1007/s10876-013-0650-8,{'2': 'Sm(1)'},{}
10.1007/s10876-013-0662-4,['TIZGUG'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0662-4,"{'1': 'K2[Cu(en)2(H2O)]2{[Cu(en)2]3[Ce(GeW11O39)(H2O)2]2(C2O4)}·11H2O', '2': 'K2[Cu(en)2(H2O)]2{[Cu(en)2(H2O)]2[Tb(PW11O39)(CH3COO)(H2O)]2}·15H2O', 'A': '{[Cu(en)2(H2O)]2[Cu(en)2]2[(α-SiW11O39)Sc(H2O)]2(C2O4)}·8H2O', 'B': '[Cu(en)2(H2O)][Cu(en)2][Tb(PW11O39)(H2O)2(C2O4)Cu(en)]·6H2O', 'C': '[Cu(en)2(H2O)]2[(GdSiW11O39(CH3COO)(H2O))2(Cu(en)2(H2O))4]', 'D': '[Cu(en)2H2O]3[(SiW11O39)Nd(H2O)(CH3COO])', 'E': '[Cu(en)2H2O]3[(SiW11O39)Sm(H2O)CH3COO]', 'G': 'Na2[Cu(en)2(H2O)]4[Sm(PW11O39)(CH3COO)(H2O)]2·10H2O', 'H': '[Cu(en)2(H2O)]5[Cu(en)2][Tb(GeW11O39)(CH3COO)(H2O)]2·14H2O'}","{'en': ['1,2-ethylenediamine'], 'bpy': ['2,2′-bipyridine'], 'pzda': ['pyrazine-2,3-dicarboxylate']}"
10.1007/s10876-013-0681-1,['YOQYOU'],1,2013,https://link.springer.com/article/10.1007/s10876-013-0681-1,{},"{'phen': ['1,10-phenanthroline']}"
10.1007/s10876-013-0684-y,"['YOQXOT', 'YOQXUZ']",2,2013,https://link.springer.com/article/10.1007/s10876-013-0684-y,"{'1': 'C18H20Cu4I4N6S4', '2': 'CuII3Cl6(CH3CN)2L'}","{'L': ['1,4-bis((5-methyl-1,3,4-thiadiazol-2-ylthio)methyl)benzene']}"
10.1007/s10876-014-0713-5,['BOPWUA'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0713-5,"{'1': '(Me4N)2[Cd4(SPh)9Cl]', '2': '[Cd4(SPh)8]n', '3': '[Cd4(SPh)8(PPh3)]n'}",{}
10.1007/s10876-014-0717-1,['KORLUA'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0717-1,{'1': 'Sm3L8(μ3-OH)(H2O)·H2O'},{'1': ['Sm3L8(μ3-OH)(H2O)·H2O']}
10.1007/s10876-014-0751-z,"['TOVDIT', 'TOVDOZ']",2,2014,https://link.springer.com/article/10.1007/s10876-014-0751-z,"{'1': '[Eu3(SO4)(PDA)3(ox)0.5(H2O)5]·4H2O', '2': 'Er(PDA)(ox)0.5(H2O)'}",{}
10.1007/s10876-014-0761-x,"['ZUCCUX', 'ZUCDAE']",2,2014,https://link.springer.com/article/10.1007/s10876-014-0761-x,"{'1': '[K(H2O)(CH3OH)3]2[Ph4P]2[Nb6Cl12(para-O–C6H4–F)6]', '2': '[K(H2O)(CH3OH)3]2[Ph4P]2[Ta6Cl12(para-O–C6H4–F)6]'}",{}
10.1007/s10876-014-0766-5,['TOSKUJ'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0766-5,{'1': '[Ni4(pzac)4(H2O)8(β-Mo8O26)]·2H2O'},{'pzac': ['2-pyrazinecarboxylic']}
10.1007/s10876-014-0770-9,['WULQUR'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0770-9,{'1': '(Me2NH2)[Zn(btc)]·H2O·DMA'},"{'btc': ['1,3,5-benzenetricarboxylate'], 'DMA': ['N,N-dimethylacetamide']}"
10.1007/s10876-014-0778-1,"['TOSXIK', 'TOSXOQ']",2,2014,https://link.springer.com/article/10.1007/s10876-014-0778-1,{'2': '[Cu4(H2O)2(imz)8](BTC)2·7H2O'},{}
10.1007/s10876-014-0782-5,['WULWOR'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0782-5,"{'1': '[Cu(LH)2Cl]', '2': '[Cu2L2]n'}",{}
10.1007/s10876-014-0783-4,"['WULWEH', 'WULWIL']",2,2014,https://link.springer.com/article/10.1007/s10876-014-0783-4,"{'1': '[Zn(mtp)(pdc)]n', '2': '[Cd(mtp)(bdc)·2H2O]n'}","{'pdc': ['5-methyl-2H-pyridine-1,3-dicarboxylic']}"
10.1007/s10876-014-0788-z,['WULVUW'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0788-z,"{'1': '[Eu2(NIPH)2(H2O)14](HNIPH)2(H2O)7', '2': '[Co2(abtc)(phen)4(H2O)]·12(H2O)'}","{'H2NIPH': ['5-nitroisophthalic'], 'H4abtc': ['3,3′,5,5′-azobenzenetetracarboxylic'], 'phen': ['1,10-phenanthroline'], 'DMF': ['N,N′-dimethylformamide']}"
10.1007/s10876-014-0797-y,['HULLUX'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0797-y,{'1': '[Pb(ctpt)2(aic)·3H2O]n'},"{'ctpt': ['2-(4-Chloro-phenyl)-1H-1,3,7,8-tetraaza-cyclopenta[l]phenanthrene'], 'aic': ['5-Amino-isophthalic']}"
10.1007/s10876-014-0801-6,"['KUFDUM', 'KUFFAU']",2,2014,https://link.springer.com/article/10.1007/s10876-014-0801-6,{},{}
10.1007/s10876-014-0807-0,['HULMAE'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0807-0,{'1': '[Mn(salen)]2[WO4]·2CH3OH'},{}
10.1007/s10876-014-0816-z,['HULREN'],1,2015,https://link.springer.com/article/10.1007/s10876-014-0816-z,"{'1': '[Ni(imbz)2]n', '2': '[Cu(imbz)2·4H2O]n'}",{'imbz': ['4-(imidazole-1-yl)-benzoic']}
10.1007/s10876-014-0821-2,"['YUHMAR', 'YUHMEV', 'YUHMIZ', 'YUHMOF', 'YUHMUL', 'YUHNAS']",6,2014,https://link.springer.com/article/10.1007/s10876-014-0821-2,"{'1': '[Cu2(3,5-nBu2-tz)Cl]n', '2': '[Cu2(3,5-iBu2tz)Cl]n', '3': '{Cu2(3,5-(C6H11)2tz)Cl}n', '4': '[Cu2(3,5-sBu2tz)Br]n', '5': '{Cu2(3,5-(C6H11)2tz)Br}n', '6': '{Cu2[3,5-(p-Tol)2tz]Br}n'}","{'1': ['[Cu2(3,5-nBu2tz)Cl]n', '[Cu2(3,5-nBu2-tz)Cl]n'], '2': ['[Cu2(3,5-iBu2tz)Cl]n'], '4': ['[Cu2(3,5-sBu2tz)Br]n'], 'hmt': ['3,5-dihydroxymethyl-1,2,4-triazolate'], 'dtz': ['3,5-diethyl-1,2,4-triazole']}"
10.1007/s10876-014-0822-1,['HULRIR'],1,2015,https://link.springer.com/article/10.1007/s10876-014-0822-1,{'1': 'C26H26N4O16Cd3'},"{'H3BTC': ['1,3,5-benzenetricarboxylate']}"
10.1007/s10876-014-0824-z,['AHEGIF'],1,2014,https://link.springer.com/article/10.1007/s10876-014-0824-z,"{'1': '[Cu3(H2O)2(μ3–OH)2(μ2–OAc)2(DBrS)]⋅4H2O', '2': '[Cu3(H2O)4(DBrS)2](DBrSM)⋅4H2O'}",{}
10.1007/s10876-015-0840-7,['SUMYOQ'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0840-7,{'1': '[Pb(en)0.5][B5O8(OH)]'},{}
10.1007/s10876-015-0858-x,['SUMZIL'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0858-x,{'1': '[TBA]3[H4PMoV8MoVI4O40Zn4][C7H6(COO)2]2'},"{'BBTZ': ['1,4-bis(1,2,4-triazol-1-ylmethyl)-benzene'], 'bix': ['1,4-bis(imidazol-1-ylmethyl)-benzene']}"
10.1007/s10876-015-0871-0,['SUMQOI'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0871-0,{'1': '[CuI(L)]n'},{}
10.1007/s10876-015-0878-6,"['SUMPIB', 'SUMPOH']",2,2015,https://link.springer.com/article/10.1007/s10876-015-0878-6,"{'1': '[HN(C2H5)3]2[Zn4B2(C4H2O6)4(H2O)3]·0.5H2O', '2': '[HN(C2H5)3][Zn2B(C4H2O6)2(H2O)]'}","{'dab': ['1,4-diaminobutane'], 'dah': ['1,6-diaminehexane']}"
10.1007/s10876-015-0889-3,['VUVZAP'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0889-3,{},"{'dpea': ['1,2-di(4-pyridyl)ethane']}"
10.1007/s10876-015-0899-1,"['VUVWIU', 'VUVWOA']",2,2015,https://link.springer.com/article/10.1007/s10876-015-0899-1,"{'1': '[Cu(phen)(H2O)2]2[Cu(phen)2]2[α-SiW12O40]2·4H2O', '2': '[Cu(4,4′-bpy)]3H[α-SiW12O40]·3H2O'}","{'2': ['[Cu(4,4′-bpy)]3H[α-SiW12O40]·3H2O', '[Cu(4,4-bpy)]3H[α-SiW12O40]·3H2O'], 'phen': ['1,10-phenanthroline'], '4,4′-bpy': ['4,4′-bipyridine']}"
10.1007/s10876-015-0918-2,['GACNOQ'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0918-2,"{'1': '{H2[K(H2O)5]2[Cu(pzca)(H2O)3]2(TeMo6O24)}', '2': '{H[Cu(pzca)(H2O)2]2[AlMo6(OH)6O18]·17H2O}'}","{'Hpzca': ['2-pyrazine'], '2-pzc': ['pyrazine-2-carboxylate']}"
10.1007/s10876-015-0923-5,['GACMEF'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0923-5,"{'1': '[Cd2(H3L)2(phen)2(H2O)2]', '2': '{[Zn3(H2L)2(phen)2]·2H2O}n', '3': '[Zn2(H3L)2(phen)2]·(HOCH2CH2OH)'}",{}
10.1007/s10876-015-0935-1,['GAGDIE'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0935-1,{'1': '[TBA]3[H2PMoV8MoVI4O40Zn4][C7H6(COO)2]'},"{'BBTZ': ['1,4-bis(1,2,4-triazol-1-ylmethyl)-benzene'], 'bix': ['1,4-bis(imidazol-1-ylmethyl)-benzene']}"
10.1007/s10876-015-0943-1,['GUBVUW'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0943-1,{'1': 'Zn2(bpe)Mo2O8'},"{'bpe': ['1,2-bis(4-pyridyl)ethane', '1,2-Bis(4-pyridyl)ethane'], 'tpytrz': ['2,4,6-tri(4-pyridyl)-1,3,5-triznine'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10876-015-0950-2,['UJEGOH'],1,2015,https://link.springer.com/article/10.1007/s10876-015-0950-2,{'1': '{[Zn2(µ3-OH)(btc)(bmip)]·H2O}n'},"{'1': ['{[Zn2(µ3-OH)(btc)(bmip)]·H2O}n'], 'H3btc': ['1,3,5-benzenetricarboxylate'], 'bmip': ['1,3-bis(2-methylimidazolyl)propane']}"
10.1007/s10876-015-0957-8,"['HUGFUM', 'HUGMAZ']",2,2015,https://link.springer.com/article/10.1007/s10876-015-0957-8,"{'1': 'Cd2(H2O)(OH)2(NPA)', '2': 'C28H22Cd2N10O12', '3': 'Cd2(Bim)(H2O)2(NPA)2'}","{'Bbi': ['1,1′-(1,4-butanediyl)']}"
10.1007/s10876-015-0958-7,"['ELAZUO', 'ELEBAA']",2,2015,https://link.springer.com/article/10.1007/s10876-015-0958-7,"{'1': 'Na[Cr2(hdpta)(Ac)2]', '2': '[Gd(NO3)3(H2O)4][Cr4Gd(hdpta)2(OH)4(H2O)5]·(NO3)·32H2O'}",{}
10.1007/s10876-016-0990-2,"['ATEHUE', 'ATEJAM']",2,2016,https://link.springer.com/article/10.1007/s10876-016-0990-2,"{'1': '{[Ni(2-pytpy)2][Ag2(SCN)4]}n', '2': '{[Ni(2-pytpy)2][Ag2(N(CN)2)3(NO3)DMSO]}n'}","{'1': ['{[Ni(2-pytpy)2][Ag2(SCN)4]}n'], '2': ['{[Ni(2-pytpy)2][Ag2(N(CN)2)3(NO3)DMSO]}n'], '2-pytpy': ['4′-(4-pyridyl)-2,2′:6′,2′′-terpyridine']}"
10.1007/s10876-016-0994-y,['ATEHAK'],1,2016,https://link.springer.com/article/10.1007/s10876-016-0994-y,{'1': '[Cu(BCPPO)H2O]n'},{}
10.1007/s10876-016-0995-x,['ATAMEP'],1,2016,https://link.springer.com/article/10.1007/s10876-016-0995-x,{},{}
10.1007/s10876-016-0998-7,['ATAQIX'],1,2016,https://link.springer.com/article/10.1007/s10876-016-0998-7,{'1': '[Ni8(OH)4(dpa)6(pyz)(H2O)6]·2H2O'},"{'H2dpa': ['1,1′-biphenyl-2,2′-dicarboxylic']}"
10.1007/s10876-016-1000-4,"['ATAXIE', 'ATAXUQ']",2,2016,https://link.springer.com/article/10.1007/s10876-016-1000-4,"{'1': 'CPs,[Zn(HL^1)2(phen)2]·2CH3OH·2H2O', '2': ""[ZnCl(HL^1)(4,4'-bipy)0.5]n"", '3': ""[Cd(HL^1)(L^2)0.5(2,2'-bipy)2]·3H2O"", '4': '[Zn(L^3)0.5(N3)1.5(phen)]n'}","{'2': ['[ZnCl(HL1)(4,4′-bipy)0.5]n'], '3': ['[Cd(HL1)(L2)0.5(2,2′-bipy)2]·3H2O'], 'H2L1': ['9-(1H-tetrazole-5-yl)-10-carboxyl'], 'H2L2': ['9,10-di-(1H-tetrazole-5-yl)'], 'HL3': ['9-(1H-tetrazole-5-yl)-10-cyan'], '1,10-phen': ['1,10-phenanthroline'], '4,4′-bipy': ['4,4′-bipyridine'], '2,2′-bipy': ['2,2′-bipyridine']}"
10.1007/s10876-016-1008-9,['ATAHIO'],1,2016,https://link.springer.com/article/10.1007/s10876-016-1008-9,"{'1': '(C2H8NO)2Cd2.5Cl7·H2H2O', '2': '(C6H16NO3)CdCl3'}",{}
10.1007/s10876-016-1010-2,['HABNOQ'],1,2016,https://link.springer.com/article/10.1007/s10876-016-1010-2,"{'1': 'H3{[Co(en)2]0.5[Co(en)2(H2O)]2[Co(en)(H2O)]2[Co4(en)(B-α-SiW9O34)2]}·9H2O', '2': '(H2ppz)2[Co(mea)2(2,2′-bpy)]2[Co4(Hppz)2(B-α-PW9O34)2]·8H2O', '2a': '[Co4(Hppz)2(B-α-PW9O34)2]10−'}","{'2': ['[Co(mea)2(2,2′-pby)]2[Co4(Hppz)2(B-α-PW9O34)2]·2H2ppz·8H2O', '(H2ppz)2[Co(mea)2(2,2′-pby)]2[Co4(Hppz)2(PW9O34)2]·8H2O', '(H2ppz)2[Co(mea)2(2,2′-bpy)]2[Co4(Hppz)2(B-α-PW9O34)2]·8H2O'], '2,2′-bpy': ['2,2′-bipyridine'], 'enMe': ['1,2-diaminopropane']}"
10.1007/s10876-016-1021-z,"['ATATIA', 'ATEHIS', 'ATEHOY']",3,2016,https://link.springer.com/article/10.1007/s10876-016-1021-z,"{'1': '{[Ni(4-pytpy)2][Ag(CH3CN)(NO3)](NO3)2(H2O)2}n', '2': '{[Ni(4-pytpy)2][Ag2(4,4′-bipy)](NO3)4(DMSO)4}n', '3': '{[Ni(4-pytpy)2][Cu3(SCN)5](CH3CN)(DMF)-(H2O)0.5}n'}","{'1': ['{[Ni(4-pytpy)2][Ag(CH3CN)(NO3)](NO3)2(H2O)2}n'], '2': ['{[Ni(4-pytpy)2][Ag2(4,4′-bipy)](NO3)4(DMSO)4}n'], '3': ['{[Ni(4-pytpy)2][Cu3(SCN)5](CH3CN)(DMF)(H2O)0.5}n', '{[Ni(4-pytpy)2][Cu3(SCN)5](CH3CN)(DMF)-(H2O)0.5}n'], '4-pytpy': ['4′-(4-pyridyl)-'], '4,4′-bipy': ['4,4′-bipyridine']}"
10.1007/s10876-016-1027-6,"['ATAMUF', 'ATANAM']",2,2016,https://link.springer.com/article/10.1007/s10876-016-1027-6,"{'1': '{[Ni(4-pytpy)2]2[Cu4(N(CN)2)7](NO3)(DMF)(DMSO)(H2O)4}n', '2': '{[Co(4-pytpy)(N(CN)2)]2[Cu2(N(CN)2)4]}n'}","{'1': ['{[Ni(4-pytpy)2]2[Cu4(N(CN)2)7](NO3)(DMF)(DMSO)(H2O)4}n'], '2': ['{[Co(4-pytpy)(N(CN)2)]2[Cu2(N(CN)2)4]}n'], '4-pytpy': ['4′-(4-pyridyl)-2,2′:6′,2″-terpyridine']}"
10.1007/s10876-016-1036-5,['ASUXAP'],1,2016,https://link.springer.com/article/10.1007/s10876-016-1036-5,{'1': '[Cu4(Br)4(bib)2]n'},"{'bib': ['1,4-bis(imidazol-2-methyl)butane']}"
10.1007/s10876-016-1066-z,"['DAGMAC', 'DAGMEG', 'DAGMIK', 'DAGMOQ']",4,2016,https://link.springer.com/article/10.1007/s10876-016-1066-z,"{'1': 'C9H16O8Y', '2': 'C9H16HoO8', '3': 'C9H16ErO8', '4': 'C9H16O8Tm'}","{'H2PDC': ['pyridine-2,3-dicarboxylatic']}"
10.1007/s10876-016-1112-x,['YAXVEB'],1,2016,https://link.springer.com/article/10.1007/s10876-016-1112-x,{'1': '[Ag7(S2CNEt2)6]·(SbF6)·0.5(H2O)'},{}
10.1007/s10876-017-1158-4,['YAXZAB'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1158-4,{'1': '[Zn(dap)2][B4O6(OH)2]'},"{'dap': ['1,3-diaminopropane'], 'dab': ['1,4-diaminobutane']}"
10.1007/s10876-017-1184-2,"['YAXXUT', 'YAXYAA']",2,2017,https://link.springer.com/article/10.1007/s10876-017-1184-2,"{'1': 'K2(H2dap)4[Cu(dap)2]{Cu(A-α-PW9O34)2[Cu(dap)]2}·6H2O', '2': '[Cu(dap)2]H2{Cu[Cu(dap)Cu(dap)2(A-α-PW9O34)]2[Cu(dap)]2}·4H2O'}","{'dap': ['1,3-diaminopropane']}"
10.1007/s10876-017-1191-3,"['BEBKOL', 'BEBKUR']",2,2017,https://link.springer.com/article/10.1007/s10876-017-1191-3,"{'1': '[Co(H2O)2(bpy)2]·2(Adi)', '2': '[Co4(OH)2(Adi)6(bpe)2]'}","{'HAdi': ['4-amino-3,5-diiodobenzoic'], 'bpy': ['4,4′-bipyridine'], 'bpe': ['1,2-bis(4-pyridyl)ethylene']}"
10.1007/s10876-017-1193-1,['BEBLAY'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1193-1,{'1': '[Cd(L)(Cl)(H2O)]n'},{'L': ['5-(imidazol-1-yl)-2-pyridine']}
10.1007/s10876-017-1194-0,['BEBKIF'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1194-0,{},{}
10.1007/s10876-017-1237-6,['YEKWUJ'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1237-6,{'1': '[Na4(tib)2(H2O)2(α-HBW12O40)]·2H2O'},"{'tib': ['1,3,5-tris(1-imidazoly)benzene'], 'W': ['117.45,N6-Na1-N5']}"
10.1007/s10876-017-1276-z,"['PEMWEM', 'PEMWIQ', 'PEMWOW']",3,2017,https://link.springer.com/article/10.1007/s10876-017-1276-z,{},{}
10.1007/s10876-017-1277-y,['PEMWUC'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1277-y,{'1': '[La3(MeBA)8(OH)(o-Phen)(H2O)]n'},{}
10.1007/s10876-017-1295-9,['PEMXAJ'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1295-9,{'1': '{[Cu4(L)2(NO3)2(DMF)2]·(CH2Cl2)2}n'},"{'H3L': ['(1Z,2E,N′E)-N′,2-bis(2-hydroxybenzylidene)hydrazinecarbohydrazonic'], 'H2L1': ['N-(2-hydroxyethyl)-3-metoxysalicylaldimine'], 'dippmOH': ['3,5-diisopropylpyrazole-1-methanol'], 'HL1': ['(2E,3E)-3-(2-aminopropylimino)']}"
10.1007/s10876-017-1316-8,['QENTOV'],1,2017,https://link.springer.com/article/10.1007/s10876-017-1316-8,{},"{'sql': ['4-connected'], 'H4btca': ['1,2,3,4-butanetetracarboxylic']}"
10.1007/s10876-018-1333-2,['RETDUS'],1,2018,https://link.springer.com/article/10.1007/s10876-018-1333-2,{'1': '[(CuI)3(dtb)]n'},"{'dtb': ['1,3-di-(1,2,4-triazole-4-yl)benzene']}"
10.1007/s10876-018-1345-y,['GEZNUX'],1,2018,https://link.springer.com/article/10.1007/s10876-018-1345-y,"{'1': '[HDABCO]2[(DABCO)2(Ag2I4)]', '2': '[HDABCO]0.5[(HDABCO)0.5(AgI2)]', '3': '[(Me2NH2)(H2DABCO)][AgI4]'}","{'DABCO': ['1,4-diazabicyclo-[2.2.2]octane']}"
10.1007/s10876-018-1347-9,['GEZMIK'],1,2018,https://link.springer.com/article/10.1007/s10876-018-1347-9,{'1': '[Co2(btp)3(GeMo12O40)]'},"{'btp': ['1,3-bis-(1,2,4-triazol-1-yl)propane', '1,3-bis(1,2,4-triazol-1-yl)propane']}"
10.1007/s10876-018-1358-6,['GEZSIQ'],1,2018,https://link.springer.com/article/10.1007/s10876-018-1358-6,"{'1': '1,4-bis(2-methyl-1H-imidazol-1-ylmethyl)benzene', '2': '[H2(L2)][CdI2(SCN)2]·H2O', '3': '[CdCl(SCN)(L3)]', '4': '[Cd(SCN)2(L4)]'}","{'1': ['1,4-bis(2-methyl-1H-imidazol-1-ylmethyl)benzene'], 'L2': ['3,5-bis', '3,5-bis(4-pyridyl)-1,2,4-triazole'], 'L3': ['3-pyrazinyl-1,2,4-triazole'], 'TCE': ['1,1,2-trichloroethane'], 'dabco': ['1,4-diazabicyclo[2,2,2]octane'], 'bep': ['1,3-bis(2-ethylimidazol-1-yl)propane'], 'bpp': ['1,2-bis(4-piperidyl)propane']}"
