doi,refcodes,count,year,url,name_dicts,compound_dicts
10.1007/s10870-014-0542-2,"['ZOMSIF', 'ZOMSOL']",2,2014,https://link.springer.com/article/10.1007/s10870-014-0542-2,"{'1': '[Cd4(L)3(NO3)(bipy)4(H2O)3]·(NO3)·3(H2O)', '2': '[Cd3(HL)3(L)(bipy)3(H2O)4]·(NO3)·3.5(H2O)'}",{}
10.1007/s10870-014-0545-z,"['COTPUY', 'COTQAF']",2,2014,https://link.springer.com/article/10.1007/s10870-014-0545-z,"{'1': 'Cu(Ph2Qox)ClO4', '2': '[Cu(Ph2Qox)(H2O)]ClO4·0.5CH2Cl2'}",{}
10.1007/s10870-014-0546-y,"['QORSUN', 'QORTAU']",2,2014,https://link.springer.com/article/10.1007/s10870-014-0546-y,"{'1': '[Cu(phen)(L)0.5(H2O)]', '2': '[Ni2(phen)2(L)(H2O)0.5]·0.5H2O'}","{'phen': ['1,10-phenanthroline'], 'H4L': ['5,5′-(ethane-1,2-diyl)-bis(oxy)diisophthalic']}"
10.1007/s10870-014-0547-x,['COZWEV'],1,2014,https://link.springer.com/article/10.1007/s10870-014-0547-x,{},{}
10.1007/s10870-014-0560-0,"['DUCWEF', 'DUCWIJ']",2,2014,https://link.springer.com/article/10.1007/s10870-014-0560-0,"{'1': '{Na2(O2CCH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}n', '2': '{Na2(O2CCH2CH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}n', '3': 'Na2(O2CCH2CH2CH3)2[12-MCMn^III(N)shi-4](DMF)6·DMF·HO2CCH2CH2CH3', 'Na': 'Na2(O2CCH3)2[12-MCMn^III(N)shi-4]'}","{'1': ['{Na2(O2CCH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}', '{Na2(O2CCH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}n', '{Na2(L)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}'], '2': ['{Na2(O2CCH2CH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}', '{Na2(O2CCH2CH2CH3)2[12-MCMn^III(N)shi-4](DMF)4(H2O)2}n'], '3': ['Na2(O2CCH2CH2CH3)2[12-MCMn^III(N)shi-4](DMF)6·DMF·HO2CCH2CH2CH3'], 'Na': ['Na2(O2CCH3)2[12-MCMn^III(N)shi-4]'], '(OAc)': ['Na2(O2CCH3)2[12-MCMn^III(N)shi-4],']}"
10.1007/s10870-015-0565-3,['ZUFQEY'],1,2015,https://link.springer.com/article/10.1007/s10870-015-0565-3,{'1': '{(pipzH2)[Zn(hypydc)(btc)0.5]·H2O}n'},{}
10.1007/s10870-015-0568-0,"['SUDMAH', 'SUDMEL', 'SUDMIP']",3,2015,https://link.springer.com/article/10.1007/s10870-015-0568-0,"{'1': '[Cd(pbmb)(hmph)]n', '2': '[Cd(pbmb)(chdc)]n', '3': '[Cd(bbmi)0.5(chdc)]n'}","{'H2chdc': ['1,4-cyclohexanedicarboxylic'], 'pbmb': ['1,1′-(1,3-propane)bis-(2-methylbenzimidazole)'], 'bbmi': ['1,1′-(1,4-butanediyl)bis(2-methyl-benzimidazole)']}"
10.1007/s10870-015-0574-2,"['ZUCTEY', 'ZUCTIC']",2,2015,https://link.springer.com/article/10.1007/s10870-015-0574-2,"{'1': 'Cu(bipy)(DBrS)', '2': 'Co(bipy)(H2O)2(DBrS)'}","{'bipy': ['2,2′-bipyridine'], 'H2DBrS': ['meso-2,3-dibromosuccinic']}"
10.1007/s10870-015-0578-y,"['DAXNIA04', 'DELTAQ02', 'ZNFORD06']",3,2015,https://link.springer.com/article/10.1007/s10870-015-0578-y,{},{}
10.1007/s10870-015-0603-1,['YURMEF'],1,2015,https://link.springer.com/article/10.1007/s10870-015-0603-1,{},{}
10.1007/s10870-015-0605-z,['YUSTIR'],1,2015,https://link.springer.com/article/10.1007/s10870-015-0605-z,{},{}
10.1007/s10870-015-0618-7,['BUVPUF'],1,2015,https://link.springer.com/article/10.1007/s10870-015-0618-7,"{'1': '[Li(H2O)4]+•2hmta•ClO4−', '2': '[Na(ClO4)(H2O)(hmta)]n'}",{}
10.1007/s10870-016-0636-0,"['QACCOP', 'QACCUV']",2,2016,https://link.springer.com/article/10.1007/s10870-016-0636-0,"{'1': '{[Zn3L2(H2O)4]·2H2O}n', '2': '{[Cd3L2(H2O)6]·H2O}n'}","{'HL': ['6-(nicotinamido)-2-naphthoic'], 'PDA': ['pyridine-2,6-dicarboxylate'], 'Hpypza': ['3-(2-pyridyl)-1-pyrazolyl']}"
10.1007/s10870-016-0641-3,['UMINEL'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0641-3,{'1': '[Cd(oba)(mbix)]n'},{}
10.1007/s10870-016-0648-9,"['ESEHUH', 'ESEJAP']",2,2016,https://link.springer.com/article/10.1007/s10870-016-0648-9,"{'1': 'Co(BPDA)(titmb)·3H2O', '2': 'CoZn(BTC)(titmb)Br'}","{'fes': ['3-connected'], 'titmb': ['1,3,5-tris(1-imidazol-1-ylmethyl)-2,4,6-trimethylbenzene'], 'H2BPDA': ['4,4′-carbonyldibenzoic'], 'H3BTC': ['1,3,5-benzenetricarboxylic']}"
10.1007/s10870-016-0651-1,['IQIJAV01'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0651-1,"{'1': '[Cd(HL)2]', '2': '[Cd(L)(phen)(H2O)]·2H2O'}","{'phen': ['1,10-phenanthroline']}"
10.1007/s10870-016-0652-0,"['ESEHER', 'ESEHIV', 'ESEHOB']",3,2016,https://link.springer.com/article/10.1007/s10870-016-0652-0,"{'1': 'Cu(HL1)(timb)', '2': 'Cu3(L2)3(timb)2(H2O)2·2H2O·4CH3CN', '3': 'Cu(L3)0.5(timb)·H2O'}","{'timb': ['1,3,5-tris(imidazol-1-yl)benzene'], 'H3L1': ['1,2,4-benzenetricarboxylic'], 'H3L2': ['1,3,5-benzenetricarboxylic'], 'H4L3': ['1,2,4,5-benzenetetracarboxylic']}"
10.1007/s10870-016-0656-9,['OSANED'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0656-9,{},{}
10.1007/s10870-016-0665-8,"['IWOQOC', 'IWOQUI', 'IWORET']",3,2016,https://link.springer.com/article/10.1007/s10870-016-0665-8,"{'1': '[Co(PABA)2(H2O)2]n·H2O', '1′': '[Ni(PABA)2(H2O)2]n·H2O', '2': '[Zn(PABA)2(H2O)]n·H2O', '3': 'Mn(DEA)2·2(PABA)·2(H2O)', '4': 'Cr(DEA)2·2(PABA)'}",{}
10.1007/s10870-016-0666-7,['IWOSEU'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0666-7,"{'1': '[Ag(HIMPAA)(IMPAA)]n', '2': '[Cu(HIMPAA)(IMPAA)Cl]n'}",{}
10.1007/s10870-016-0671-x,['ICIGEJ'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0671-x,"{'1': '[Ni(C14H17N2O6S)2(H2O)4]', '2': '[Sn(C4H9)3(C14H17N2O6S)]n'}",{}
10.1007/s10870-016-0674-7,['HAVQAZ'],1,2016,https://link.springer.com/article/10.1007/s10870-016-0674-7,"{'1': '[Co2L4(HBTC)(H2O)2]', '2': '[Cu2L2(HBTC)2]·H2O', '3': '[NiL3]·(HBTC)·H2O', '4': '[Ni(L)3]·H2O', 'L': 'NiSO4·6H2O'}",{'L': ['2-(4-thiazolyl)benzimidazole']}
10.1007/s10870-017-0699-6,"['FEQKEU', 'FEQKIY', 'NOBTEF01']",3,2017,https://link.springer.com/article/10.1007/s10870-017-0699-6,"{'3': '[Cu(L2)2(NO3)2(H2O)]', '4': '[Cu(L2)2Cl2]∞', '5': '[CuL3(CH3COO)2]∞', '6': '[CdL3(SCN)2]∞', '2': '[Co(L)2Cl2]', '1': '[M(L1)2Cl2]'}","{'L1': ['3-chloro-6-(benzoimidazol-1-yl)pyridazine'], 'L2': ['3-chloro-6-(1,2,4-triazol-1-yl)pyridazine'], 'L3': ['3,6-bis(imidazol-1-yl)pyridazine']}"
10.1007/s10870-018-00762-5,['DOHFAK'],1,2019,https://link.springer.com/article/10.1007/s10870-018-00762-5,{},{}
10.1007/s10870-018-00766-1,"['ASUGAW03', 'BODXUO02']",2,2019,https://link.springer.com/article/10.1007/s10870-018-00766-1,"{'1': '[Co(L1)(bbi)(H2O)]n', '2': '{[Co(L2)(phen)]·H2O}n'}","{'sql': ['4-connected'], 'H2L1': ['1,4-naphthalenedi-', '1,4-naphthalenedicarboxylic'], 'H2L2': ['5-OH-1,3-benzenedicarboxylic'], 'bbi': ['1,1′-(1,4-butanediyl)bis(imidazole)'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10870-018-0707-5,"['ZIDTUE', 'ZIDVAM']",2,2018,https://link.springer.com/article/10.1007/s10870-018-0707-5,"{'1': '{[Cu3(L)2(acetate)6]·10(H2O)}n', '2': '{[Cu2(L)(benzoate)4]·2(CH3OH)·H2O}n'}",{}
10.1007/s10870-018-0708-4,['MIGYAF'],1,2018,https://link.springer.com/article/10.1007/s10870-018-0708-4,{},"{'mog': ['4-connected'], 'cdl-e': ['4-connected'], 'noy': ['5-connected']}"
10.1007/s10870-018-0711-9,"['MIGLEW', 'MIGTAA']",2,2018,https://link.springer.com/article/10.1007/s10870-018-0711-9,"{'1': '{[Cd2(HO-bdc)(Hbbop)2]}n', '2': '{[Cd2(H2N-bdc)(Hbbop)2]·2(H2O)}n'}","{'2': ['{[Cd2(H2N-bdc)(Hbbop)2]·2(H2O)}n'], 'HO-H2bdc': ['5-hydroxyisophthalic'], 'H2N-H2bdc': ['5-aminoisophthalic'], 'H2bbop': ['1,3-bis(benzimidazol-2-yl)-2-oxapropane']}"
10.1007/s10870-018-0719-1,"['ZIDWOB', 'ZIDWUH', 'ZIDXAO']",3,2018,https://link.springer.com/article/10.1007/s10870-018-0719-1,"{'1': '[Co2(L)2(ip)2(H2O)2]·(H2O)2', '2': '[Cu(L)(ip)·(H2O)2]', '3': '[Cd(µ-H2O)(L)(oip)·(H2O)3.5]'}",{'H2oip': ['5-hydroxyl-isophthalate']}
10.1007/s10870-018-0731-5,['YIYHIA'],1,2018,https://link.springer.com/article/10.1007/s10870-018-0731-5,"{'1': '{[Mn(H2O)(mal)(5dmb)·H2O}n]', '2': '[Ni2(H2O)6(mal)2(4dmb)2]·3H2O', '3': '[Cu2(mal)2(4dmb)2]·3H2O'}","{'4dmb': ['4,4′-dimethyl-2,2′-bipyridine'], '5dmb': ['5,5′-dimethyl-2,2′-bipyridine']}"
10.1007/s10870-018-0755-x,['UGELEA'],1,2018,https://link.springer.com/article/10.1007/s10870-018-0755-x,{},"{'H3tpb': ['1,3,5-Tris(1H-pyrazol-3-yl)benzene']}"
10.1007/s10870-019-00781-w,['SUMPEY'],1,2019,https://link.springer.com/article/10.1007/s10870-019-00781-w,"{'1': '[Cd2(ppb)4(H2O)2]·8H2O', '2': 'C15H11CdN3O2I2'}",{'Hppb': ['2-(3-(pyridin-2-yl)-1H-pyrazol-1-yl)benzoic']}
10.1007/s10870-019-00782-9,['NOXHAM'],1,2019,https://link.springer.com/article/10.1007/s10870-019-00782-9,{},"{'bpy': ['2,2′-bipyridine'], 'bpe': ['1,2-bis(4-pyridyl)ethane']}"
10.1007/s10870-019-00785-6,"['SUMPIC', 'SUMPOI']",2,2019,https://link.springer.com/article/10.1007/s10870-019-00785-6,"{'1': '{[Co(nta)]·H3O+}n', '2': '{[Zn(ina)Cl2]·H3O+·H2O}n'}",{}
10.1007/s10870-019-00790-9,"['VABQEY', 'VABQIC']",2,2019,https://link.springer.com/article/10.1007/s10870-019-00790-9,"{'Zn-qnl': '[Zn(qnl)2]n', 'Zn-tpp': '[Zn2(tpp)(OH)2(H2O)]n'}",{'qnl': ['quinoline-3-carboxylate']}
10.1007/s10870-019-00791-8,['FUZXUW'],1,2019,https://link.springer.com/article/10.1007/s10870-019-00791-8,"{'1': '[Zn(HL)2(phen)(H2O)]', '2': '[Zn2(HL)4(2,2′-bipy)2]n', '3': '[Zn2(HL)4(4,4′-bipy)2]n'}","{'2': ['[Zn2(HL)4(2,2′-bipy)2]', '[Zn2(HL)4(2,2′-bipy)2]n'], '3': ['[Zn2(HL)4(4,4′-bipy)2]n'], 'H2L': ['4-fluoro-2-hydroxy-benzoic'], 'phen': ['1,10-phenanthroline'], '2,2′-bipy': ['2,2′-bipyridine'], '4,4′-bipy': ['4,4′-bipyridine'], 'bpy': ['2,2′-bipyridine']}"
10.1007/s10870-019-00803-7,['NOXHEQ'],1,2019,https://link.springer.com/article/10.1007/s10870-019-00803-7,{},{}
10.1007/s10870-019-00807-3,"['CIBXET01', 'SUMQEZ']",2,2019,https://link.springer.com/article/10.1007/s10870-019-00807-3,{},"{'Hhba': ['3-hydroxybenzoic'], 'HNAA': ['1-naphthyl'], 'bib': ['1,4-bis(imidazol-1-yl)-butane']}"
10.1007/s10870-019-00810-8,"['NACNEO', 'NACNIS']",2,2019,https://link.springer.com/article/10.1007/s10870-019-00810-8,"{'1': '[Cu(im)4(V2O4(mand)2]n)', '2': '[Cu(im)4(V2O4((S)-mand)2)]n·2nH2O'}",{}
10.1007/s10870-019-00815-3,"['FUZWUV', 'FUZXAC']",2,2019,https://link.springer.com/article/10.1007/s10870-019-00815-3,"{'1': '[Zn(bpda)(popmz)]n', '2': '{[Cd(bpda)(popmz)]·0.5H2O}n'}","{'bime': ['1,2-bis(imidazol-10-yl)ethane'], '1,4-bdc': ['1,4-benzenedicarboxylate'], '1,4-pda': ['1,4-phenylenediacetate'], 'biim': ['1,1′-(1,6-hexanedidyl)bis-(imidazole)']}"
10.1007/s10870-020-00821-w,['CANYUP'],1,2020,https://link.springer.com/article/10.1007/s10870-020-00821-w,{},{}
10.1007/s10870-020-00825-6,['CAPFOS'],1,2020,https://link.springer.com/article/10.1007/s10870-020-00825-6,{'1': '[Cd4(µ2-HIDC)2(µ3-HIDC)2(cis-µ2-bibp)2(trans-µ2-bibp)]n'},{'1': ['[Cd4(µ2-HIDC)2(µ3-HIDC)2(cis-µ2-bibp)2(trans-µ2-bibp)]n']}
10.1007/s10870-020-00843-4,['NUTHUI'],1,2020,https://link.springer.com/article/10.1007/s10870-020-00843-4,"{'1': 'Mn(Hsal)2[12-MCMnIII(N)shi-4](DMF)6·4DMF', '2': '{Na2(OAc)2[12-MCMnIII(N)shi-4](MeOH)4(H2O)2·2MeOH}n', '3': 'Mn(OAc)2[12-MCMnIII(N)shi-4](DMF)6·2DMF', '4': '(DMF)6·2DMF·1.60H2O'}","{'1': ['Mn(Hsal)2[12-MCMnIII(N)shi-4](DMF)6·4DMF'], '2': ['{Na2(OAc)2[12-MCMnIII(N)shi-4](MeOH)4(H2O)22MeOH}n', '{Na2(OAc)2[12-MCMnIII(N)shi-4](MeOH)4(H2O)2·2MeOH}n'], '3': ['Mn(OAc)2[12-MCMnIII(N)shi-4](DMF)6·2DMF']}"
10.1007/s10870-020-00871-0,"['ZAVJAH01', 'ZAVJAH02']",2,2021,https://link.springer.com/article/10.1007/s10870-020-00871-0,{},{}
10.1007/s10870-020-00877-8,"['CAPJOW', 'CAPJUC']",2,2021,https://link.springer.com/article/10.1007/s10870-020-00877-8,"{'1': '[Ag2(3,3′-tmbpt)(o-Hbdc)2]·H2O', '2': '[Ag8(3,3′-tmbpt)4(1,2,4-Hbtc)4(H2O)]'}","{'1': ['[Ag2(3,3′-tmbpt)(o-Hbdc)2]·H2O'], '2': ['[Ag8(3,3′-tmbpt)4(1,2,4-Hbtc)4(H2O)]'], '3,3′-tmbpt': ['1-((1H-1,2,4-triazol-1-yl)methyl)-3,5-bis(3-pyridyl)-1,2,4-triazole'], 'o-H2bdc': ['1,2-benzenedicarboxylic'], '1,2,4-H3btc': ['1,2,4-benzenetricarboxylic'], 'H3btc': ['1,3,5-benzenetricarboxylic'], 'H4btec': ['1,2,4,5-benzenetetracarboxylic']}"
10.1007/s10870-021-00886-1,['RAPXOZ'],1,2021,https://link.springer.com/article/10.1007/s10870-021-00886-1,{},{}
10.1007/s10870-021-00893-2,['RANFEV'],1,2021,https://link.springer.com/article/10.1007/s10870-021-00893-2,{'1': '[[Cu(fum)(dmb)]·H2O]n'},{}
10.1007/s10870-021-00895-0,"['RALHUL', 'RALJAT']",2,2021,https://link.springer.com/article/10.1007/s10870-021-00895-0,"{'1': '{[Zn(tib)(SO4)]·2H2O}n', '2': '{[Cd(tib)(2,6-pydc)(H2O)]·H2O}n'}","{'2': ['{[Cd(tib)(2,6-pydc)(H2O)]·H2O}n']}"
10.1007/s10876-005-0002-4,"['JAZZAM', 'JAZZEQ']",2,2005,https://link.springer.com/article/10.1007/s10876-005-0002-4,"{'1': '[K3Co2Piv7(THF)3]', '2': 'K6Cu2Piv10(HPiv)(H2O)2(THF)3', '3': '[Cu2Piv4(NIT-Me)2]'}",{}
10.1007/s10876-005-0009-x,"['YIHKUW', 'YIHLOR']",2,2005,https://link.springer.com/article/10.1007/s10876-005-0009-x,"{'1': '[Mn(μ-OOCCMe3)2(HOEt)]n', '5': '[Fe4(μ3-OH)2(μ-OOCCMe3)4(η2-OOCCMe3)2(η1-EtOH)6]·2EtOH', '6': '[Fe(μ-OOCCMe3)2]n', '7': '[Fe(μ-OOCCMe3)2(η1-EtOH)]n', '8': '(2,6-(NH2)2C5H3N)2Fe2(μ-OOCCMe3)4·4MeCN', '9': '{[(η2-(NH2)2C6H2Me2)2Fe(μ-OOCCMe3)2][Fe2(μ-OOCCMe3)4]·2MeCN}n', '3': '{[(η2-(NH2)2C6H4)2Mn(μ-OOCCMe3)2][Mn2(μ-OOCCMe3)4]·2MeCN}n', '4': '{[(η2-(NH2)2C6H2Me2)2Mn(μ-OOCCMe3)2][Mn2(μ-OOCCMe3)4]·2MeCN}n', '2': 'L2Mn2(μ-OOCCMe3)4'}","{'3': ['1,2-phenylenediamine'], '4': ['4,5-dimethyl-1,2-phenylenediamine'], '5': ['Fe4(μ3-OH)2(μ-OOCCMe3)4(η2-OOCCMe3)2(EtOH)6', '[Fe4(μ3-OH)2(μ-OOCCMe3)4(η2-OOCCMe3)2(η1-EtOH)6]·2EtOH'], '7': ['[Fe(μ-OOCCMe3)2(η1-EtOH)]n'], 'L': ['1,2-phenylenediamine', '2,3-lutidine']}"
10.1007/s10876-006-0050-4,"['JEQMUO', 'JEQNAV']",2,2006,https://link.springer.com/article/10.1007/s10876-006-0050-4,{},"{'1': ['(2,2′-bpy=2,2′-bpyridine)', '(2,2′-bpy=2,2′bpyridine)'], '2': ['(phen=1,10-phenanthroline)'], '2,2′-bpy': ['2,2′-bpyridine'], 'phen': ['1,10-phenanthroline']}"
10.1007/s10876-007-0128-7,"['VIQTOF', 'VIQTUL', 'VIQVAT']",3,2007,https://link.springer.com/article/10.1007/s10876-007-0128-7,"{'NaCs-2': '{K2.6Rb1.4[(PO3CH2CO2)2Mo5O15Cu(H2O)3]·7H2O}n(KRb-1)', 'KRb-1': '{K2.6Rb1.4[(PO3CH2CO2)2Mo5O15Cu(H2O)3]·7H2O}n', 'NaRb-3': '{Na2.75Rb1.25[(PO3CH2CO2)2Mo5O15Cu(H2O)3]·9H2O}n'}",{}
10.1007/s10876-007-0161-6,"['GODKIU', 'GODKOA']",2,2007,https://link.springer.com/article/10.1007/s10876-007-0161-6,"{'1': '[(CuStBu)4(dppe)]n', '2': '[(CuStBu)6(bix)]n'}","{'bix': ['1,4-bis(imidalzole-1-ylmethyl)benzene']}"
10.1007/s10876-007-0172-3,['NOBVOQ'],1,2008,https://link.springer.com/article/10.1007/s10876-007-0172-3,{},{}
10.1007/s10876-008-0190-9,['WOMNIW'],1,2008,https://link.springer.com/article/10.1007/s10876-008-0190-9,"{'1': '[{CuII(2,2′-bpy)}6(MoVMoVI5O22)][PMoVI12O40]·H2O'}","{'1': ['[{CuII(2,2′-bpy)}6(MoVMoVI5O22)][PMoVI12O40]·H2O'], 'bpy': ['2,2′-bipyridine']}"
10.1007/s10876-008-0196-3,"['EGUBIS', 'EGUBUE']",2,2008,https://link.springer.com/article/10.1007/s10876-008-0196-3,"{'1': '{[Cu(pyr)(H2O)4]2(H3O)2[V10O28]·13.5H2O}n', '2': '{[Ni(pyr)(H2O)4]2(H3O)2[V10O28]·9.5H2O}n', '3': '[Zn2(H2O)14(V10O28)]·H2PPZ'}",{}
10.1007/s10876-008-0209-2,['COVWAM'],1,2008,https://link.springer.com/article/10.1007/s10876-008-0209-2,"{'1': '[Na(H2O)3(H2L)SiW12O40](H2L)2·H2O', '2': '[Ce(H2O)3(HL)2(H2L)]2[SiW12O40]210H2O'}",{}
10.1007/s10876-008-0222-5,['HOPCOF'],1,2008,https://link.springer.com/article/10.1007/s10876-008-0222-5,{'1': '{Cu[S2P(OC2H5)2](bpe)}n'},"{'bpe': ['1,2-bis(4-pyridyl)ethane']}"
10.1007/s10876-009-0236-7,['WUJGUE'],1,2009,https://link.springer.com/article/10.1007/s10876-009-0236-7,"{'1': '{[Cu2(4,4′-bpy)2][PWVI10WV2O40]}[Cu2(obpy)2]4·2H2O', '2': '{[Cu4(2,2′-bpy)4(4,4′-bpy)3][SiW12O40]}·2H2O'}","{'1': ['{[Cu2(4,4′-bpy)2][PWVI10WV2O40]}[Cu2(obpy)2]4·2H2O', '{[Cu2(4,4′-bpy)2][PW12O40]}[Cu2(obpy)2]4·2H2O'], '2': ['{[Cu4(2,2′-bpy)4(4,4′-bpy)3][SiW12O40]}·2H2O', '[Cu4(2,2′-bpy)4(4,4′-bpy)3][SiW12O40]·2H2O'], '(1)': ['{[Cu(4,4′-bpy)]2[PWVI10WV2O40]}[Cu2(obpy)2]4·2H2O'], '(2)': ['{[Cu4(2,2′-bpy)4(4,4′-bpy)3][SiW12O40]}·2H2O'], 'Hobpy': ['6-hydroxy-2,2′-bipyridyl'], 'dpdc': ['dipheny-4,4′-dicarboxylate'], 'Hophen': ['2-hydroxy-1,10′-phenathroline']}"
10.1007/s10876-009-0240-y,['MOLVOZ01'],1,2009,https://link.springer.com/article/10.1007/s10876-009-0240-y,{'1': '[Cu3I3(phen)]n'},{}
10.1007/s10876-009-0260-7,"['WUJJOB', 'WUJJUH']",2,2009,https://link.springer.com/article/10.1007/s10876-009-0260-7,"{'1': '[Cu2Br2(Hpyba)2]n', '2': '[Cu2I2(Hpyba)2]n'}","{'Hpyba': ['4-pyridin-4-yl-benzoic'], 'H2bdc': ['1,2-benzenedicarboxylic'], '2,5-pdc': ['2,5-pyridinedicarboxylic'], 'Bpy': ['2,2′-Bipyridine']}"
10.1007/s10876-009-0263-4,['WUJKOC'],1,2009,https://link.springer.com/article/10.1007/s10876-009-0263-4,"{'1': '{[Cu(II)(2,2′-bipy)3][Pb2I6]}n'}","{'1': ['{[Cu(II)(2,2′-bipy)3][Pb2I6]}n']}"
10.1007/s10876-009-0273-2,"['SACHUB', 'SUMYIJ']",2,2009,https://link.springer.com/article/10.1007/s10876-009-0273-2,"{'1': '{[Ni(4,4′-bipy)1.5(OH)(H2O)]2[H3PW10V2O40]}·4H2O', '2': '{[Ni(dpa)2][Ni(dpa)(H2O)3]2[PW9V3O40]}·4H2O'}","{'1': ['{[Ni(4,4′-bipy)1.5(OH)(H2O)]2[H3PW10V2O40]}·4H2O'], '4,4′-bpy': ['4,4′-bipyridine'], 'dpa': ['2,2′-dipyridylamine']}"
10.1007/s10876-009-0276-z,"['SUMYOP', 'SUMYUV', 'SUMZAC']",3,2009,https://link.springer.com/article/10.1007/s10876-009-0276-z,"{'1': '[Er(μ3-OH)(pybz)(pa)]n', '2': '[Tb(μ3-OH)(pybz)(pa)]n', '3': '[Gd(μ3-OH)(pybz)(pa)]n'}","{'1': ['[Er(μ3-OH)(pybz)(pa)]n'], '2': ['[Tb(μ3-OH)(pybz)(pa)]n'], '3': ['[Gd(μ3-OH)(pybz)(pa)]n'], 'Hpybz': ['4-pyridin-4-yl-benzoic'], 'Hpa': ['2-picolinic'], 'H2bdc': ['1,2-benzenedicarboxylic']}"
10.1007/s10876-010-0284-z,['KAJZAY'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0284-z,"{'1a': 'Re2(DMBA)4(N(CN)2)2', '1b': 'Re2(DMBA)4(ReO4)2', '1c': 'Re2(DMBA)4(OP(O)(OH)Ph)2', '2a': '[Re2(DMBA)4(μ-O,O′-WO4)·2H2O]∞', '2b': '[Re2(DMBA)4(μ-O,O′-MoO4)·2H2O]∞', '2c': '[Re2(DMBA)4(μ-O,O′-1,4-(O2C)2C6H4)·2H2O]∞'}",{}
10.1007/s10876-010-0287-9,['EHUNIF'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0287-9,{'1': '{[Yb4(μ3-OH)4(bpdc)4(H2O)6]}2·17(H2O)'},{'1': ['{[Yb4(μ3-OH)4(bpdc)4(H2O)6]}2·17(H2O)']}
10.1007/s10876-010-0308-8,['HABCOE'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0308-8,"{'3': '[{Cu(dpmea)}2(β-Mo8O26)]', '4': '[{Ni(tpoen)}2(β-Mo8O26)]·5H2O', '1': '[{Cu(tpdoen)}2][α-Mo8O26]·3H2O', '2': '[{Cu(dpoen)}2(α-Mo8O26)]'}",{}
10.1007/s10876-010-0327-5,['HABDOF'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0327-5,"{'1': '[Er2(pyba)3(μ3-OH)2(μ2-OH)(H2O)]n', '3': 'Y(2)'}","{'1': ['[Er2(pyba)3(μ3-OH)2(μ2-OH)(H2O)]n'], 'Hpyba': ['4-pyridin-4-yl-benzoic'], 'Hpa': ['2-picolinic']}"
10.1007/s10876-010-0344-4,['EHEPAJ'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0344-4,{'1': '{[Gd2(BPDC)3(H2O)3]·H2O}n.'},{}
10.1007/s10876-010-0346-2,['EHENOV'],1,2010,https://link.springer.com/article/10.1007/s10876-010-0346-2,"{'1': '[Hpy]2{[Co(4,4′-Hbpy)2(H2O)2][SiCoW11O39]}'}","{'1': ['[Hpy]2{[Co(4,4′-Hbpy)2(H2O)2][SiCoW11O39]}', '1-CPE(a),', '1-CPE(b),']}"
10.1007/s10876-011-0348-8,"['KAPVOO', 'KAPVUU', 'KAPWAB']",3,2011,https://link.springer.com/article/10.1007/s10876-011-0348-8,"{'1': '[CdBr2(tmdp)2(μ-tmdp)2]n·n(H2O)', '2': '[Cd(SCN)2-(μ-tmdp)2]n·(PhS)2n', '3': '[Cd(SCN)2(μ-tmdp)2]n·(Ph2S2)n·n(CH3CN)'}","{'tmdp': ['4,4′-trimethylenedipyridine']}"
10.1007/s10876-011-0374-6,['KAPTIG'],1,2011,https://link.springer.com/article/10.1007/s10876-011-0374-6,"{'1': '[Cu(bmte)(H2Mo8O26)0.5]·3H2O', '2': '[Cu3(bmte)3(HSiMo12O40)]·H2O'}","{'bmte': ['1,2-bis(1-methyl-5-mercapto-1,2,3,4-tetrazole)ethane']}"
10.1007/s10876-011-0377-3,['TARVIT'],1,2011,https://link.springer.com/article/10.1007/s10876-011-0377-3,"{'1': '[Pb7O2(OH)2(1,2-BDC)4(H2O)]'}","{'1': ['[Pb7O2(OH)2(1,2-BDC)4(H2O)]']}"
10.1007/s10876-011-0399-x,"['KAPSIF', 'KAPSOL']",2,2011,https://link.springer.com/article/10.1007/s10876-011-0399-x,"{'1': '{[Cu(phen)2]2(Ag2I6)·(DMF)2}n', '2': '{[Cu(bipy)(DMF)2](Ag7I9)}n'}","{'phen': ['1,10-phenanthroline'], 'bipy': ['2,2′-bipyridine']}"
