doi,refcodes,count,year,urls,url,flags,name_dicts,compound_dicts
10.1016/S0277-5387(03)00069-X,['JAGQIS'],1,2003,https://api.elsevier.com/content/article/pii/S027753870300069X,https://www.sciencedirect.com/science/article/pii/S027753870300069X,1,"{'1': '[Cu3(L1-3H)(CH3COO)3(H2O)2]·H2O', '3': '[Cu3(L2-4H)(H2O)3(CH3OH)](NO3)2', '5': '[Mn3(L3)2(CH3CN)2(H2O)2](ClO4)6·2H2O', '6': '[Mn(L1)(NO3)2(H2O)2]·2H2O', '2': 'Cu3(L1-3H)(NO3)3·3.5H2O', '4': 'Cu3(L3-2H)(NO3)4·4.5H2O'}",{}
10.1016/j.molstruc.2021.132317,"['WANNOS', 'WANNUY', 'WANTOY', 'WANTUE']",4,2022,https://api.elsevier.com/content/article/pii/S0022286021024376,https://www.sciencedirect.com/science/article/pii/S0022286021024376,1,"{'(1)': '[(Zn(cyclam)(H2BPTC)]n)', '(2)': '[Ni2(cyclam)2(BPTC)]n', '(3)': '[Ni(cyclam)(H2TPTC)]n', '1': '[(Zn(cyclam)(H2BPTC)]n)', '2': '[Ni2(cyclam)2(BPTC)]n', '3': '[Ni(cyclam)(H2TPTC)]n'}",{}
10.1016/j.poly.2004.05.019,['JAMPUJ'],1,2004,https://api.elsevier.com/content/article/pii/S0277538704003006,https://www.sciencedirect.com/science/article/pii/S0277538704003006,1,"{'1': '[Mg(H2O)6][Mg(1,3-pdta)]·2H2O', '2': '[Ca(H2O)3Ca(1,3-pdta)(H2O)]·2H2O', '5': 'Mg(II)', '7': '[Co(edta)(H2O)]2', '9': 'V(III)', '10': 'Fe(III)', '11': 'Co(II)', '8': '[Ca(edta)(H2O)]2'}","{'1': ['[Mg(H2O)6][Mg(1,3-pdta)]·2H2O', '1,3-pdta'], '2': ['[Ca(H2O)3Ca(1,3-pdta)(H2O)]·2H2O', '[Ca(1,3-pdta)(H2O)]2−']}"
10.1016/j.poly.2021.115173,['OSIVUK'],1,2021,https://api.elsevier.com/content/article/pii/S0277538721001558,https://www.sciencedirect.com/science/article/pii/S0277538721001558,1,{},"{'Me-H2ip': ['5-methylisophthalic'], 'H2bdc': ['1,4-benzenedicarboxylic']}"
10.1016/j.jre.2018.03.019,['QEZLAL'],1,2018,https://api.elsevier.com/content/article/pii/S1002072118304162,https://www.sciencedirect.com/science/article/pii/S1002072118304162,1,{},{}
10.1016/j.ica.2020.120242,['AKINUG'],1,2021,https://api.elsevier.com/content/article/pii/S0020169320314420,https://www.sciencedirect.com/science/article/pii/S0020169320314420,1,{},{}
10.1016/j.jssc.2020.121447,"['RUJRUM', 'RUJSAT']",2,2020,https://api.elsevier.com/content/article/pii/S0022459620302772,https://www.sciencedirect.com/science/article/pii/S0022459620302772,1,{},{}
10.1016/j.jorganchem.2017.03.040,['TAMDUJ'],1,2017,https://api.elsevier.com/content/article/pii/S0022328X17301997,https://www.sciencedirect.com/science/article/pii/S0022328X17301997,1,{},"{'L': ['2,6-bis((1H-1,2,3-triazol-1-yl)methyl)pyridine']}"
10.1016/j.cplett.2010.12.036,['EZIXUH'],1,2011,https://api.elsevier.com/content/article/pii/S0009261410016209,https://www.sciencedirect.com/science/article/pii/S0009261410016209,1,{},{}
10.1016/j.carres.2007.09.011,"['VIVREY', 'VIVRIC', 'VIVRUO']",3,2008,https://api.elsevier.com/content/article/pii/S0008621507004090,https://www.sciencedirect.com/science/article/pii/S0008621507004090,1,"{'5a': '(cha)[(MeO)2cDHAP]·3H2O', '5b': '(cha)[(MeO)2cDHAP]·H2O', '5c': '(H5O2)[(MeO)2cDHAP]', '4': 'MeO)2cDHAP(Ph', '5': '(MeO)2cDHAP', '5d': 'Na[(MeO)2cDHAP]·2H2O', '5e': 'K[(MeO)2cDHAP]·1.5H2O', '5e′': 'K[(MeO)2cDHAP]·0.5H2O', '5f': 'Ca[(MeO)2cDHAP]2·2H2O', '5g': 'CaK[(MeO)2cDHAP]3·2H2O', '5h': 'NH4[(MeO)2cDHAP]', '3': '(MeO)2DHA', '6': 'MeO)2DHAP(Ph', '2': 'in5e-', '1': '5g-3'}",{}
10.1016/j.inoche.2013.10.022,['VOBTEN'],1,2013,https://api.elsevier.com/content/article/pii/S1387700313004577,https://www.sciencedirect.com/science/article/pii/S1387700313004577,1,{'1': '[Cu(L)DMF]·2H2O'},{}
10.1016/j.molstruc.2014.06.001,['YINDAC02'],1,2014,https://api.elsevier.com/content/article/pii/S0022286014005973,https://www.sciencedirect.com/science/article/pii/S0022286014005973,1,{},{}
10.1016/j.ica.2018.10.002,['MILYIS'],1,2019,https://api.elsevier.com/content/article/pii/S0020169318310351,https://www.sciencedirect.com/science/article/pii/S0020169318310351,1,"{'1': 'Cd(L)Cl2', '2': 'Cd(L)Br2', '3': '[Cd(L)(µ-NCS)NCS]2', '4': '[Cd(L)(µ-N3)N3]n', ',': 'Cd1'}",{}
10.1016/j.poly.2019.02.007,"['WIZYAI', 'WIZYEM', 'WIZYIQ', 'WIZYOW', 'WIZYUC']",5,2019,https://api.elsevier.com/content/article/pii/S0277538719301007,https://www.sciencedirect.com/science/article/pii/S0277538719301007,1,"{'1': 'La(HL)(H2L)(H2O)', '2': 'Ce(HL)(H2L)(H2O)', '3': 'Eu(HL)(H2L)(H2O)', '4': 'Gd(HL)(H2L)(H2O)', '5': 'Tb(HL)(H2L)(H2O)', '6': 'La0.59Eu0.12Tb0.29'}",{}
10.1016/S0020-1693(03)00277-9,"['UNAJIC', 'UNAJOI', 'UNAJUO']",3,2003,https://api.elsevier.com/content/article/pii/S0020169303002779,https://www.sciencedirect.com/science/article/pii/S0020169303002779,1,"{'1': 'Zn(m-XBP2)Cl2', '2': 'Zn(m-XBP2)Br2', '3': 'Zn(m-XBP2)I2', '4': '[Th(m-XBP2)2(NO3)3]2[Th(NO3)6]·2.5MeCN'}","{'I': ['N,N′-m-phenylenedimethylenebis(pyridin-2-one)']}"
10.1016/j.poly.2011.12.037,['RARSUA'],1,2012,https://api.elsevier.com/content/article/pii/S0277538712000125,https://www.sciencedirect.com/science/article/pii/S0277538712000125,1,"{'2': 'Na2[Ti(O2)(cdta)]·2H2O', '1': '[Ti(cdta)(H2O)]·2H2O', '3': '(NH4)2[TiO(cdta)]·1.5H2O'}",{}
10.1016/j.ica.2018.03.041,"['GIDTEV', 'GIDTIZ', 'GIDTOF', 'GIDVIB']",4,2018,https://api.elsevier.com/content/article/pii/S0020169318302457,https://www.sciencedirect.com/science/article/pii/S0020169318302457,1,"{'1': '[Cd(DL-cam)(hdin)]n', '2': '[Cd2(D-cam)2(3-bpmp)(H2O)2]n', '4': '[Cd2(DL-cam)2(4-bpmp)]n', '3': '[Cd2(DL-cam)2(3-bpmp)]n'}","{'2': ['[Cd2(D-cam)2(3-bpmp)(H2O)2]n'], '4': ['[Cd2(DL-cam)2(4-bpmp)]n'], '3': ['[Cd2(DL-cam)2(3-bpmp)]n']}"
10.1016/j.molstruc.2009.11.008,"['PUQBIN', 'PUQBOT']",2,2010,https://api.elsevier.com/content/article/pii/S0022286009006942,https://www.sciencedirect.com/science/article/pii/S0022286009006942,1,"{'1': '[Cu(bpydc)(phen)]·3.25H2O', '2': '[Nd(bpydc)(Ac)(H2O)2]·H2O'}",{}
10.1016/j.micromeso.2012.02.042,"['CAZFOA', 'CAZFUG']",2,2012,https://api.elsevier.com/content/article/pii/S1387181112001357,https://www.sciencedirect.com/science/article/pii/S1387181112001357,1,"{'I': '{[Co2(4-Hbpt)2(bptc)(H2O)2]·10H2O}n', 'II': '{[Ni3(4-Hbpt)2(Hbptc)2(H2O)6]·8H2O}n'}","{'I': ['{[Co2(4-Hbpt)2(bptc)(H2O)2]·10H2O}n'], 'II': ['{[Ni3(4-Hbpt)2(Hbptc)2(H2O)6]·8H2O}n']}"
10.1016/j.ica.2008.02.072,"['LOLJIG', 'LOLJOM']",2,2009,https://api.elsevier.com/content/article/pii/S0020169308001515,https://www.sciencedirect.com/science/article/pii/S0020169308001515,1,"{'1': '[{CuII(MeL)Cl}2][ClO4]2', '2·': '[Cu2(MHL)Cl2][ClO4]2·', '3·': '[Cu2(MPyPz)Cl2][ClO4]2·', '2': '[Cu2(MHL)Cl2][ClO4]2', '3': '[Cu2(MPyPz)Cl2][ClO4]2'}",{}
10.1016/j.ica.2017.09.039,"['SELPEH', 'SELPIL']",2,2018,https://api.elsevier.com/content/article/pii/S0020169317308927,https://www.sciencedirect.com/science/article/pii/S0020169317308927,1,"{'(2)': '{[Ag(p-phda)2](CF3SO3)}n', '2': '{[Ag(p-phda)2](CF3SO3)}n'}",{}
10.1016/j.poly.2006.01.022,"['WELNEH', 'WELNIL']",2,2006,https://api.elsevier.com/content/article/pii/S0277538706000660,https://www.sciencedirect.com/science/article/pii/S0277538706000660,1,"{'1': '[Mn(dca)2(C2H5OH)2]n', '2': '[Mn(dca)2(ampym)2]n'}",{}
10.1016/S1387-7003(02)00763-3,['HUVLUF01'],1,2003,https://api.elsevier.com/content/article/pii/S1387700302007633,https://www.sciencedirect.com/science/article/pii/S1387700302007633,1,{'1': '{[H2(en)]Co2(ox)(V4O12)}n'},{}
10.1016/j.jssc.2016.06.017,"['AQASIW', 'AQASOC', 'AQASUI', 'AQATAP']",4,2016,https://api.elsevier.com/content/article/pii/S0022459616302444,https://www.sciencedirect.com/science/article/pii/S0022459616302444,1,"{'(1)': '[Zn2(HL)2(bipy)2(H2O)6]n', '(2)': '[Zn(HL)(phen)]n', '(3)': '[Cd3L2(bbi)3]n', '(4)': '[Zn3L2(bbi)3]n', '1': '[Zn2(HL)2(bipy)2(H2O)6]n', '2': '[Zn(HL)(phen)]n', '3': '[Cd3L2(bbi)3]n', '4': '[Zn3L2(bbi)3]n'}",{}
10.1016/S1293-2558(02)01276-1,"['EGUHET', 'EGUHOD', 'MIMRAB01']",3,2002,https://api.elsevier.com/content/article/pii/S1293255802012761,https://www.sciencedirect.com/science/article/pii/S1293255802012761,1,{},{}
10.1016/j.inoche.2010.07.034,"['NAGFIM', 'NAGFUY']",2,2010,https://api.elsevier.com/content/article/pii/S138770031000331X,https://www.sciencedirect.com/science/article/pii/S138770031000331X,1,{},{}
10.1016/j.poly.2012.08.005,['GIBZUO'],1,2013,https://api.elsevier.com/content/article/pii/S0277538712005736,https://www.sciencedirect.com/science/article/pii/S0277538712005736,1,"{'1': 'Na[Cr3O(C7H11O6)6(H2O)3]·(NO3)1.5·(OH)0.5·6H2O', '2': '[Cr3O(OOCC2H5)6(H2O)3]·(NO3)·2H2O', '3': '[Cr3O(OOCCH3)6(H2O)3]Cl·3SC(NH2)2·2H2O', '4': '[Cr3O(OOCCH3)6(H2O)3]Cl·6H2O'}",{}
10.1016/j.ica.2020.120095,['IKOXAK'],1,2021,https://api.elsevier.com/content/article/pii/S0020169320312950,https://www.sciencedirect.com/science/article/pii/S0020169320312950,1,{},{}
10.1016/j.ica.2015.12.023,"['SACXAY', 'SACXEC', 'SACXIG', 'SACXOM', 'SACXUS', 'SADBUX']",6,2016,https://api.elsevier.com/content/article/pii/S0020169315006325,https://www.sciencedirect.com/science/article/pii/S0020169315006325,1,"{'2': '[Cu3(HL)2(L)2(bpy)3]·4H2O', '3': '[Co(L)(bpe)2(H2O)2]·H2O', '4': '[Ni(L)(bpe)2(H2O)2]·H2O', '6': '[Ni(L)(bpa)(H2O)3]·2H2O', '(1)': 'Zn3(L)2(OH)2', '(5)': '[Cd(L)(bpe)2(H2O)2]·H2O', '1': 'Zn3(L)2(OH)2', '5': '[Cd(L)(bpe)2(H2O)2]·H2O'}",{}
10.1016/j.saa.2014.02.154,['TOPSAU'],1,2014,https://api.elsevier.com/content/article/pii/S1386142514003539,https://www.sciencedirect.com/science/article/pii/S1386142514003539,1,"{'1': '[Ag2L21]2(SiMo12O40)⋅1.5DMF⋅0.5CH3OH⋅H2O', '2': '{Ag4L22(DMF)5}(SiMo12O40)'}",{}
10.1016/j.ica.2017.09.029,"['YEKHOO', 'YEKHUU', 'YEKJAC', 'YEKJEG']",4,2018,https://api.elsevier.com/content/article/pii/S0020169317310289,https://www.sciencedirect.com/science/article/pii/S0020169317310289,1,"{'2': '1D-[Cd(L1)(DMF)3]', '3': '3D-[Cd2(L2)2(DMF)3]', '4': '3D-[Zn2(L2)2(DMF)3]', '5': '3D-[Mn2(L2)2(DMF)3]'}",{}
10.1016/j.inoche.2003.08.014,['BAGQIK02'],1,2003,https://api.elsevier.com/content/article/pii/S1387700303002831,https://www.sciencedirect.com/science/article/pii/S1387700303002831,1,"{'1': 'Co(2,2-bipy)(H2O)(VO3)2'}","{'1': ['Co(2,2-bipy)(H2O)(VO3)2']}"
10.1016/j.poly.2012.11.023,"['NELJIZ', 'NELJOF']",2,2013,https://api.elsevier.com/content/article/pii/S0277538712008522,https://www.sciencedirect.com/science/article/pii/S0277538712008522,1,{'1': 'Co(LH2)·0.7H2O'},{}
10.1016/j.ica.2007.03.021,['JIMGAO'],1,2007,https://api.elsevier.com/content/article/pii/S0020169307001545,https://www.sciencedirect.com/science/article/pii/S0020169307001545,1,"{'3': '[Eu(H2O)9](PTMMC)3(PTMMCH)3·7H2O·6EtOH', '4': '[Eu2(PTMHC)(H2O)13]·16H2O·EtOH'}",{}
10.1016/S0020-1693(03)00190-7,['EWAFAJ'],1,2003,https://api.elsevier.com/content/article/pii/S0020169303001907,https://www.sciencedirect.com/science/article/pii/S0020169303001907,1,{'1': '[Ag4(ochsn)(CF3COO)4](CH2Cl2)'},{}
10.1016/j.molstruc.2009.01.053,['YOVREH'],1,2009,https://api.elsevier.com/content/article/pii/S0022286009001069,https://www.sciencedirect.com/science/article/pii/S0022286009001069,1,"{'1': '[Mn(4-DPS)4(H2O)2](ClO4)2·H2O', '2': '{[Mn(4-DPS)2(NCS)2]·2H2O}n'}",{}
10.1016/j.jssc.2011.03.050,"['AQIGIR', 'AQIGOX', 'AQIGUD', 'AQIHAK']",4,2011,https://api.elsevier.com/content/article/pii/S0022459611001617,https://www.sciencedirect.com/science/article/pii/S0022459611001617,1,"{'1': '[Cu(ATIBDC)(2,2′-bipy)]·3H2O·CH3OH', '2': '[Cd(ATIBDC)(2,2′-bipy)(H2O)]·3H2O', '3': '[Cd(ATIBDC)(phen)(H2O)]·4H2O', '4': '[Mn(ATIBDC)(phen)2]·5H2O'}","{'1': ['[Cu(ATIBDC)(2,2′-bipy)]·3H2O·CH3OH'], '2': ['[Cd(ATIBDC)(2,2′-bipy)(H2O)]·3H2O']}"
10.1016/j.poly.2004.11.001,['FIPKAR'],1,2005,https://api.elsevier.com/content/article/pii/S0277538704004334,https://www.sciencedirect.com/science/article/pii/S0277538704004334,1,"{'2': '[{H2B(tz)2}2Ag3(dppm)2(NO3)](H2O)0.5', '3': '{H2B(tz)2}2Ag2(dppe)', '4': '{H2B(tz)2}Ag(dppf)', '1': '{H2B(tz)2}Ag(dppm)'}",{}
10.1016/j.ica.2009.11.036,"['KALCAC03', 'LAGKIO01', 'PUPREY']",3,2010,https://api.elsevier.com/content/article/pii/S0020169309006847,https://www.sciencedirect.com/science/article/pii/S0020169309006847,1,"{'1': '[FeCd2(Hcit)2(H2O)2]n', '2': '[CoCd2(BTC)2(H2O)4]n', '3': '[Cd3(Hcit)2(H2O)2]n'}",{}
10.1016/S0022-2860(02)00617-8,['QAFGAG'],1,2003,https://api.elsevier.com/content/article/pii/S0022286002006178,https://www.sciencedirect.com/science/article/pii/S0022286002006178,1,{},{}
10.1016/j.molstruc.2018.02.049,['CEXBAL'],1,2018,https://api.elsevier.com/content/article/pii/S0022286018301959,https://www.sciencedirect.com/science/article/pii/S0022286018301959,1,{'1': '[Zn2(L)(H2O)3]n·nNO3'},{}
10.1016/j.poly.2008.12.004,['AHEREL'],1,2009,https://api.elsevier.com/content/article/pii/S0277538708006694,https://www.sciencedirect.com/science/article/pii/S0277538708006694,1,"{'1p': '[Cu(acac)(μ-im)]n', '2p': '[Cu(dprm)(μ-im)]n', '4p': '[Cu(dibm)(μ-im)]n', '5p': '[Cu(dpm)(μ-im)]n', '6t': '[Cu(bzac)(μ-im)]4', '3t': '[Cu(dnbm)(μ-im)]4', '3p': '[Cu(dnbm)(μ-im)]n', '7t': '[Cu(tac)(μ-im)]4'}",{}
10.1016/j.isci.2018.04.004,['GEYQEJ'],1,2018,https://api.elsevier.com/content/article/pii/S2589004218300361,https://www.sciencedirect.com/science/article/pii/S2589004218300361,1,{},{}
10.1016/j.chempr.2019.02.024,['POHSAJ'],1,2019,https://api.elsevier.com/content/article/pii/S2451929419300816,https://www.sciencedirect.com/science/article/pii/S2451929419300816,1,{'1b': '[CN6CP](n-TBA)'},{}
10.1016/j.ica.2020.119706,"['KALHUA02', 'VUNBEO', 'VUNBIS', 'VUNBUE', 'VUNCIT']",5,2020,https://api.elsevier.com/content/article/pii/S0020169320305338,https://www.sciencedirect.com/science/article/pii/S0020169320305338,1,"{'1': '(CuI)2(2-PyCN)4', '3': 'CuI)3(2-PyCN', '2': 'CuI)(2-PyCN', '5': '(CuI)(3-PyCN)', '4': '(CuI)2(3-PyCN)4', '7': '(CuI)4(3-PyNO2)4', '8': 'CuI)(3-PyNO2', '6': '(CuI)4(4-PyCN)5'}","{'1': ['(CuI)2(2-PyCN)4', '2-PyCN'], '3': ['CuI)3(2-PyCN', '2-PyCN'], '2': ['CuI)(2-PyCN'], '5': ['(CuI)(3-PyCN)'], '4': ['(CuI)2(3-PyCN)4', '3-PyCN'], '7': ['(CuI)4(3-PyNO2)4'], '8': ['CuI)(3-PyNO2'], '6': ['(CuI)4(4-PyCN)5', '4-PyCN']}"
10.1016/j.ica.2014.10.030,['TUBRAL'],1,2015,https://api.elsevier.com/content/article/pii/S0020169314007105,https://www.sciencedirect.com/science/article/pii/S0020169314007105,1,"{'1': '{[Ni(μ1,5-dca)2(μ-hmt)]H2O}n'}","{'1': ['{[Ni(μ1,5-dca)2(μ-hmt)]H2O}n']}"
10.1016/j.molstruc.2014.10.065,['XOVFOF'],1,2015,https://api.elsevier.com/content/article/pii/S0022286014010783,https://www.sciencedirect.com/science/article/pii/S0022286014010783,1,{'1': '[Cd(cpt)(HCOO)]n'},{}
10.1016/j.poly.2020.114422,['KUJJUX'],1,2020,https://api.elsevier.com/content/article/pii/S0277538720300796,https://www.sciencedirect.com/science/article/pii/S0277538720300796,1,{},{}
10.1016/j.inoche.2008.04.016,"['WOFTOB', 'WOFTUH']",2,2008,https://api.elsevier.com/content/article/pii/S1387700308001706,https://www.sciencedirect.com/science/article/pii/S1387700308001706,1,"{'1': '[Eu2(TFSA)3(phen)2]n', '2': '[Tb2(TFSA)3(phen)4(H2O)2]n'}",{}
10.1016/j.inoche.2021.108531,['UPINAL'],1,2021,https://api.elsevier.com/content/article/pii/S1387700321000903,https://www.sciencedirect.com/science/article/pii/S1387700321000903,1,{'1': '[Dy(OH)(cppc)]n'},{'na−': ['1-naphtholate']}
10.1016/j.ica.2019.119184,"['WOWSAF', 'WOWSEJ']",2,2020,https://api.elsevier.com/content/article/pii/S0020169319312459,https://www.sciencedirect.com/science/article/pii/S0020169319312459,1,"{'1': '[Cd(Seb)(1,2-mbix)]·H2O'}","{'1': ['[Cd(Seb)(1,2-mbix)]·H2O']}"
10.1016/j.ejmech.2010.04.028,['ROJQEM01'],1,2010,https://api.elsevier.com/content/article/pii/S0223523410003107,https://www.sciencedirect.com/science/article/pii/S0223523410003107,1,{},{}
10.1016/j.inoche.2008.02.018,['JODYIL'],1,2008,https://api.elsevier.com/content/article/pii/S1387700308000713,https://www.sciencedirect.com/science/article/pii/S1387700308000713,1,{'1': '{[Co(Hbtc)(4-bpmp)(H2O)]·3H2O}'},{'1': ['{[Co(Hbtc)(4-bpmp)(H2O)]·3H2O}']}
10.1016/j.poly.2007.06.031,"['VILKOR', 'VILKUX']",2,2007,https://api.elsevier.com/content/article/pii/S0277538707004007,https://www.sciencedirect.com/science/article/pii/S0277538707004007,1,"{'1': '[Cu(bpp)(H2O)2(ClO4)2]n', '2': '{[Cu(bpds)2(ClO4)2]·1.5(H2O)}n'}",{}
10.1016/j.poly.2012.08.058,['GIDBUS'],1,2013,https://api.elsevier.com/content/article/pii/S027753871200647X,https://www.sciencedirect.com/science/article/pii/S027753871200647X,1,"{'1': 'MnII2[NbIV(CN)8](3-pyridinemethanol)8·2H2O', '2': 'MnII2[NbIV(CN)8](3-aminopyridine)8·2H2O'}","{'1': ['MnII2[NbIV(CN)8](3-pyridinemethanol)8·2H2O'], '2': ['MnII2[NbIV(CN)8](3-aminopyridine)8·2H2O']}"
10.1016/j.jssc.2008.10.035,['WEHJAV01'],1,2009,https://api.elsevier.com/content/article/pii/S0022459608005598,https://www.sciencedirect.com/science/article/pii/S0022459608005598,1,{},{}
10.1016/j.poly.2009.03.004,"['PUDCIB', 'PUDCOH', 'PUDCUN']",3,2009,https://api.elsevier.com/content/article/pii/S0277538709001417,https://www.sciencedirect.com/science/article/pii/S0277538709001417,1,"{'1': 'Co(aze)(dpa)(H2O)', '2': 'Ni(aze)(dpa)(H2O)', '3': '{[Cd(aze)(dpa)]·2H2O}n'}",{}
10.1016/j.inoche.2004.09.010,['DABGIZ'],1,2004,https://api.elsevier.com/content/article/pii/S1387700304002795,https://www.sciencedirect.com/science/article/pii/S1387700304002795,1,"{'1': '{[Cd4(H2O)2(2,2′-bpy)2]Cd[Mo6O12(OH)3(PO4)2(HPO4)-2]2}[Mo2O4(2,2′-bpy)2]2·3H2O'}","{'1': ['{[Cd4(H2O)2(2,2′-bpy)2]Cd[Mo6O12(OH)3(PO4)2(HPO4)-2]2}[Mo2O4(2,2′-bpy)2]2·3H2O']}"
10.1016/j.inoche.2015.04.007,"['QUMKEQ', 'QUMLAN']",2,2015,https://api.elsevier.com/content/article/pii/S1387700315001598,https://www.sciencedirect.com/science/article/pii/S1387700315001598,1,"{'1': '[Ag3(3-bpo)4(PMo12O40)]·~1.5H2O', '2': 'Ag4(3-bpo)2(CH3CN)2(SiW12O40)'}","{'1': ['[Ag3(3-bpo)4(PMo12O40)]·~1.5H2O'], '2': ['Ag4(3-bpo)2(CH3CN)2(SiW12O40)']}"
10.1016/j.poly.2012.01.017,"['RASPIM', 'RASPOS']",2,2012,https://api.elsevier.com/content/article/pii/S0277538712000423,https://www.sciencedirect.com/science/article/pii/S0277538712000423,1,"{'1': '[Co1.5(HL)3(H2O)3]·H2O', '2': 'Co(HL)2(2,2′-bipy)', '3': 'Co(HL)2(phen)', '4': '[Co(HL)2(H2O)2]·(4,4′-bipy)', '5': '[Co(L)(4,4′-bipy)(H2O)]·H2O', '6': '[Co(L)(4,4′-bipy)0.5(H2O)]·1.5H2O'}","{'2': ['Co(HL)2(2,2′-bipy)'], '4': ['[Co(HL)2(H2O)2]·(4,4′-bipy)'], '5': ['[Co(L)(4,4′-bipy)(H2O)]·H2O'], '6': ['[Co(L)(4,4′-bipy)0.5(H2O)]·1.5H2O']}"
10.1016/j.ica.2020.119636,['AHEXIX'],1,2020,https://api.elsevier.com/content/article/pii/S0020169320301511,https://www.sciencedirect.com/science/article/pii/S0020169320301511,1,{'1': '{[Pb2(2-apinh)2(Br)4]}n'},{'1': ['{[Pb2(2-apinh)2(Br)4]}n']}
10.1016/j.ica.2008.07.024,"['MOYVEC', 'MOYVIG', 'MUCNAA']",3,2009,https://api.elsevier.com/content/article/pii/S002016930800491X,https://www.sciencedirect.com/science/article/pii/S002016930800491X,1,"{'1': '[Tl3(μ-1,2,3-btc)]n', '2': '[Tl2(μ-1,3,5-Hbtc)(H2O)]n', '3': '[Tl4(μ-1,2,4,5-btc)]n'}","{'1': ['[Tl3(μ-1,2,3-btc)]n'], '2': ['[Tl2(μ-1,3,5-Hbtc)(H2O)]n'], '3': ['[Tl4(μ-1,2,4,5-btc)]n']}"
10.1016/j.ica.2017.05.039,"['DAYWIM', 'DAYWOS']",2,2017,https://api.elsevier.com/content/article/pii/S002016931730107X,https://www.sciencedirect.com/science/article/pii/S002016931730107X,1,"{'1': 'Cd(L)2(H2O)4', '2': '[Cd(L)2(1,10-phen)]·7.54H2O', '3': '[Cd(L)2(H2O)]·2H2O'}","{'2': ['[Cd(L)2(1,10-phen)]·7.54H2O']}"
10.1016/j.inoche.2017.11.015,"['TEKLED', 'TEKLIH']",2,2018,https://api.elsevier.com/content/article/pii/S1387700317306780,https://www.sciencedirect.com/science/article/pii/S1387700317306780,1,"{'1': '[Zn(L)(BIB)]n·n(C2H5OH)', '2': '[Zn(L)(BIB)]n'}",{}
10.1016/j.ejps.2010.11.012,"['APUZIV', 'APUZOB']",2,2011,https://api.elsevier.com/content/article/pii/S092809871000388X,https://www.sciencedirect.com/science/article/pii/S092809871000388X,1,{},{}
10.1016/j.jssc.2016.10.021,"['DANFIK', 'DANFOQ', 'DANFUW', 'DANGAD']",4,2017,https://api.elsevier.com/content/article/pii/S0022459616304200,https://www.sciencedirect.com/science/article/pii/S0022459616304200,1,"{'2': '[Ni(dbp)(H2O)]n', '3': '[Co(dbp)(4,4′-bipy)]n', '4': '{[Co(dbp)(2,2′-bipy)]n·H2O}', '(1)': '[Cu0.5(Hdbp)]n', '1': '[Cu0.5(Hdbp)]n'}","{'3': ['[Co(dbp)(4,4′-bipy)]n'], '4': ['{[Co(dbp)(2,2′-bipy)]n·H2O}']}"
10.1016/j.ccr.2004.06.014,['MAPXEH'],1,2004,https://api.elsevier.com/content/article/pii/S0010854504001614,https://www.sciencedirect.com/science/article/pii/S0010854504001614,1,{},"{'1,5nds': ['1,5-naphthalenedisulfonate'], '2,6nds': ['2,6-naphthalendisulfonate'], 'bpds': ['4,4′-biphenyldisulfonate'], 'peds': ['4,4′-phenyletherdisulfonate'], 'N-meen': ['N-methylethylenediamine'], 'dpn': ['2,3-diaminopropane'], 'tren': ['tris(2-aminoethyl)amine'], 'N,N′-meen': ['N,N′-dimethylethylenediamine'], 'cyclam': ['1,4,8,11-tetraazacyclotetradecane'], '2,2′-bpy': ['2,2′-bipyridyl']}"
10.1016/j.inoche.2019.107489,['PONJUA'],1,2019,https://api.elsevier.com/content/article/pii/S1387700319306008,https://www.sciencedirect.com/science/article/pii/S1387700319306008,1,{},{}
10.1016/j.inoche.2014.10.030,['XUDVAV'],1,2015,https://api.elsevier.com/content/article/pii/S1387700314004675,https://www.sciencedirect.com/science/article/pii/S1387700314004675,1,{},{}
10.1016/j.jinorgbio.2020.111076,['NUYLIF'],1,2020,https://api.elsevier.com/content/article/pii/S0162013420301045,https://www.sciencedirect.com/science/article/pii/S0162013420301045,1,{'1': '{[Cu2(Cbdcp)2(bipy)(H2O)4]·2H2O}n'},"{'Cbdcp': ['N-(4-carboxybenzyl)-(3,5-dicarboxyl)pyridinium']}"
10.1016/j.poly.2005.07.044,"['LEHTUO', 'LEHVAW']",2,2006,https://api.elsevier.com/content/article/pii/S0277538705005474,https://www.sciencedirect.com/science/article/pii/S0277538705005474,1,"{'2': 'Cu(C6H6O4)H2O', '1': 'Co2(C6H6O4)2(H2O)3'}",{}
10.1016/j.bioorg.2021.105556,"['LAMROK', 'LAMRUQ']",2,2022,https://api.elsevier.com/content/article/pii/S0045206821009342,https://www.sciencedirect.com/science/article/pii/S0045206821009342,1,{'1': 'Cu(II)'},{}
